,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
773,3,Shield Dust,Compound Eyes,Friend Guard,52.0,185.0,70.0,45.0,50.0,15.0,Bug,,1,6,Medium Fast,1.2,80.0,0,0,0,Vivillon,50.0,666,90.0,50.0,Scale Pokémon,89.0,411.0,Bug,Flying,2,17.0
774,3,Rivalry,Unnerve,Moxie,50.0,74.0,70.0,220.0,58.0,20.0,Field,,1,6,Medium Slow,0.6,62.0,0,0,0,Litleo,25.0,667,73.0,54.0,Lion Cub Pokémon,72.0,369.0,Fire,Normal,2,13.5
775,3,Rivalry,Unnerve,Moxie,68.0,177.0,70.0,65.0,72.0,20.0,Field,,1,6,Medium Slow,1.5,86.0,0,0,0,Pyroar,25.0,668,109.0,66.0,Royal Pokémon,106.0,507.0,Fire,Normal,2,81.5
776,2,Flower Veil,,Symbiosis,38.0,61.0,70.0,225.0,39.0,20.0,Fairy,,1,6,Medium Fast,0.1,44.0,0,0,0,Flabébé,0.0,669,61.0,79.0,Single Bloom Pokémon,42.0,303.0,Fairy,,1,0.1
777,2,Flower Veil,,Symbiosis,45.0,130.0,70.0,120.0,47.0,20.0,Fairy,,1,6,Medium Fast,0.2,54.0,0,0,0,Floette,0.0,670,75.0,98.0,Single Bloom Pokémon,52.0,371.0,Fairy,,1,0.9
778,2,Flower Veil,,Symbiosis,65.0,248.0,70.0,45.0,68.0,20.0,Fairy,,1,6,Medium Fast,1.1,78.0,0,0,0,Florges,0.0,671,112.0,154.0,Garden Pokémon,75.0,552.0,Fairy,,1,10.0
779,2,Sap Sipper,,Grass Pelt,65.0,70.0,70.0,200.0,48.0,20.0,Field,,1,6,Medium Fast,0.9,66.0,0,0,0,Skiddo,50.0,672,62.0,57.0,Mount Pokémon,52.0,350.0,Grass,,1,31.0
780,2,Sap Sipper,,Grass Pelt,100.0,186.0,70.0,45.0,62.0,20.0,Field,,1,6,Medium Fast,1.7,123.0,0,0,0,Gogoat,50.0,673,97.0,81.0,Mount Pokémon,68.0,531.0,Grass,,1,91.0
781,3,Iron Fist,Mold Breaker,Scrappy,82.0,70.0,70.0,220.0,62.0,25.0,Field,Human-Like,2,6,Medium Fast,0.6,67.0,0,0,0,Pancham,50.0,674,46.0,48.0,Playful Pokémon,43.0,348.0,Fighting,,1,8.0
782,3,Iron Fist,Mold Breaker,Scrappy,124.0,173.0,70.0,65.0,78.0,25.0,Field,Human-Like,2,6,Medium Fast,2.1,95.0,0,0,0,Pangoro,50.0,675,69.0,71.0,Daunting Pokémon,58.0,495.0,Fighting,Dark,2,136.0
783,1,Fur Coat,,,80.0,165.0,70.0,160.0,60.0,20.0,Field,,1,6,Medium Fast,1.2,75.0,0,0,0,Furfrou,50.0,676,65.0,90.0,Poodle Pokémon,102.0,472.0,Normal,,1,28.0
784,3,Keen Eye,Infiltrator,Own Tempo,48.0,71.0,70.0,190.0,54.0,20.0,Field,,1,6,Medium Fast,0.3,62.0,0,0,0,Espurr,50.0,677,63.0,60.0,Restraint Pokémon,68.0,355.0,Psychic,,1,3.5
785,3,Keen Eye,Infiltrator,Prankster,48.0,163.0,70.0,75.0,76.0,20.0,Field,,1,6,Medium Fast,0.6,74.0,0,0,0,Meowstic Male,50.0,678,83.0,81.0,Constraint Pokémon,104.0,466.0,Psychic,,1,8.5
786,3,Keen Eye,Infiltrator,Competitive,48.0,163.0,70.0,75.0,76.0,20.0,Field,,1,6,Medium Fast,0.6,74.0,0,0,0,Meowstic Female,50.0,678,83.0,81.0,Constraint Pokémon,104.0,466.0,Psychic,,1,8.5
787,1,No Guard,,,80.0,65.0,70.0,180.0,100.0,20.0,Mineral,,1,6,Medium Fast,0.8,45.0,0,0,0,Honedge,50.0,679,35.0,37.0,Sword Pokémon,28.0,325.0,Steel,Ghost,2,2.0
788,1,No Guard,,,110.0,157.0,70.0,90.0,150.0,20.0,Mineral,,1,6,Medium Fast,0.8,59.0,0,0,0,Doublade,50.0,680,45.0,49.0,Sword Pokémon,35.0,448.0,Steel,Ghost,2,4.5
789,1,Stance Change,,,150.0,234.0,70.0,45.0,50.0,20.0,Mineral,,1,6,Medium Fast,1.7,60.0,0,0,0,Aegislash Blade Forme,50.0,681,150.0,50.0,Royal Sword Pokémon,60.0,520.0,Steel,Ghost,2,53.0
790,1,Stance Change,,,50.0,234.0,70.0,45.0,150.0,20.0,Mineral,,1,6,Medium Fast,1.7,60.0,0,0,0,Aegislash Shield Forme,50.0,681,50.0,150.0,Royal Sword Pokémon,60.0,520.0,Steel,Ghost,2,53.0
791,2,Healer,,Aroma Veil,52.0,68.0,70.0,200.0,60.0,20.0,Fairy,,1,6,Medium Fast,0.2,78.0,0,0,0,Spritzee,50.0,682,63.0,65.0,Perfume Pokémon,23.0,341.0,Fairy,,1,0.5
792,2,Healer,,Aroma Veil,72.0,162.0,70.0,140.0,72.0,20.0,Fairy,,1,6,Medium Fast,0.8,101.0,0,0,0,Aromatisse,50.0,683,99.0,89.0,Fragrance Pokémon,29.0,462.0,Fairy,,1,15.5
793,2,Sweet Veil,,Unburden,48.0,68.0,70.0,200.0,66.0,20.0,Fairy,,1,6,Medium Fast,0.4,62.0,0,0,0,Swirlix,50.0,684,59.0,57.0,Cotton Candy Pokémon,49.0,341.0,Fairy,,1,3.5
794,2,Sweet Veil,,Unburden,80.0,168.0,70.0,140.0,86.0,20.0,Fairy,,1,6,Medium Fast,0.8,82.0,0,0,0,Slurpuff,50.0,685,85.0,75.0,Meringue Pokémon,72.0,480.0,Fairy,,1,5.0
795,3,Contrary,Suction Cups,Infiltrator,54.0,58.0,70.0,190.0,53.0,20.0,Water 1,Water 2,2,6,Medium Fast,0.4,53.0,0,0,0,Inkay,50.0,686,37.0,46.0,Revolving Pokémon,45.0,288.0,Dark,Psychic,2,3.5
796,3,Contrary,Suction Cups,Infiltrator,92.0,169.0,70.0,80.0,88.0,20.0,Water 1,Water 2,2,6,Medium Fast,1.5,86.0,0,0,0,Malamar,50.0,687,68.0,75.0,Overturning Pokémon,73.0,482.0,Dark,Psychic,2,47.0
797,3,Sniper,Tough Claws,Pickpocket,52.0,61.0,70.0,120.0,67.0,20.0,Water 3,,1,6,Medium Fast,0.5,42.0,0,0,0,Binacle,50.0,688,39.0,56.0,Two-Handed Pokémon,50.0,306.0,Rock,Water,2,31.0
798,3,Sniper,Tough Claws,Pickpocket,105.0,175.0,70.0,45.0,115.0,20.0,Water 3,,1,6,Medium Fast,1.3,72.0,0,0,0,Barbaracle,50.0,689,54.0,86.0,Collective Pokémon,68.0,500.0,Rock,Water,2,96.0
799,3,Poison Point,Poison Touch,Adaptability,60.0,64.0,70.0,225.0,60.0,20.0,Dragon,Water 1,2,6,Medium Fast,0.5,50.0,0,0,0,Skrelp,50.0,690,60.0,60.0,Mock Kelp Pokémon,30.0,320.0,Poison,Water,2,7.3
800,3,Poison Point,Poison Touch,Adaptability,75.0,173.0,70.0,55.0,90.0,20.0,Dragon,Water 1,2,6,Medium Fast,1.8,65.0,0,0,0,Dragalge,50.0,691,97.0,123.0,Mock Kelp Pokémon,44.0,494.0,Poison,Dragon,2,81.5
801,1,Mega Launcher,,,53.0,66.0,70.0,225.0,62.0,15.0,Water 1,Water 3,2,6,Slow,0.5,50.0,0,0,0,Clauncher,50.0,692,58.0,63.0,Water Gun Pokémon,44.0,330.0,Water,,1,8.3
802,1,Mega Launcher,,,73.0,100.0,70.0,55.0,88.0,15.0,Water 1,Water 3,2,6,Slow,1.3,71.0,0,0,0,Clawitzer,50.0,693,120.0,89.0,Howitzer Pokémon,59.0,500.0,Water,,1,35.3
803,3,Dry Skin,Sand Veil,Solar Power,38.0,58.0,70.0,190.0,33.0,20.0,Dragon,Monster,2,6,Medium Fast,0.5,44.0,0,0,0,Helioptile,50.0,694,61.0,43.0,Generator Pokémon,70.0,289.0,Electric,Normal,2,6.0
804,3,Dry Skin,Sand Veil,Solar Power,55.0,168.0,70.0,75.0,52.0,20.0,Dragon,Monster,2,6,Medium Fast,1.0,62.0,0,0,0,Heliolisk,50.0,695,109.0,94.0,Generator Pokémon,109.0,481.0,Electric,Normal,2,21.0
805,2,Strong Jaw,,Sturdy,89.0,72.0,70.0,45.0,77.0,30.0,Dragon,Monster,2,6,Medium Fast,0.8,58.0,0,0,0,Tyrunt,87.5,696,45.0,45.0,Royal Heir Pokémon,48.0,362.0,Rock,Dragon,2,26.0
806,2,Strong Jaw,,Rock Head,121.0,182.0,70.0,45.0,119.0,30.0,Dragon,Monster,2,6,Medium Fast,2.5,82.0,0,0,0,Tyrantrum,87.5,697,69.0,59.0,Despot Pokémon,71.0,521.0,Rock,Dragon,2,270.0
807,2,Refrigerate,,Snow Warning,59.0,72.0,70.0,45.0,50.0,30.0,Monster,,1,6,Medium Fast,1.3,77.0,0,0,0,Amaura,87.5,698,67.0,63.0,Tundra Pokémon,46.0,362.0,Rock,Ice,2,25.2
808,2,Refrigerate,,Snow Warning,77.0,104.0,70.0,45.0,72.0,30.0,Monster,,1,6,Medium Fast,2.7,123.0,0,0,0,Aurorus,87.5,699,99.0,92.0,Tundra Pokémon,58.0,521.0,Rock,Ice,2,225.0
809,2,Cute Charm,,Pixilate,65.0,184.0,70.0,45.0,65.0,35.0,Field,,1,6,Medium Fast,1.0,95.0,0,0,0,Sylveon,87.5,700,110.0,130.0,Intertwining Pokémon,60.0,525.0,Fairy,,1,23.5
810,3,Limber,Unburden,Mold Breaker,92.0,175.0,70.0,100.0,75.0,20.0,Flying,Human-Like,2,6,Medium Fast,0.8,78.0,0,0,0,Hawlucha,50.0,701,74.0,63.0,Wrestling Pokémon,118.0,500.0,Fighting,Flying,2,21.5
811,3,Cheek Pouch,Pickup,Plus,58.0,151.0,70.0,180.0,57.0,20.0,Fairy,Field,2,6,Medium Fast,0.2,67.0,0,0,0,Dedenne,50.0,702,81.0,67.0,Antenna Pokémon,101.0,431.0,Electric,Fairy,2,2.2
812,2,Clear Body,,Sturdy,50.0,100.0,70.0,60.0,150.0,25.0,Fairy,Mineral,2,6,Slow,0.3,50.0,0,0,0,Carbink,,703,50.0,150.0,Jewel Pokémon,50.0,500.0,Rock,Fairy,2,5.7
813,3,Sap Sipper,Hydration,Gooey,50.0,60.0,35.0,45.0,35.0,40.0,Dragon,,1,6,Slow,0.3,45.0,0,0,0,Goomy,50.0,704,55.0,75.0,Soft Tissue Pokémon,40.0,300.0,Dragon,,1,2.8
814,3,Sap Sipper,Hydration,Gooey,75.0,158.0,35.0,45.0,53.0,40.0,Dragon,,1,6,Slow,0.8,68.0,0,0,0,Sliggoo,50.0,705,83.0,113.0,Soft Tissue Pokémon,60.0,452.0,Dragon,,1,17.5
815,3,Sap Sipper,Hydration,Gooey,100.0,270.0,35.0,45.0,70.0,40.0,Dragon,,1,6,Slow,2.0,90.0,0,0,0,Goodra,50.0,706,110.0,150.0,Dragon Pokémon,80.0,600.0,Dragon,,1,150.5
816,2,Prankster,,Magician,80.0,165.0,70.0,75.0,91.0,20.0,Mineral,,1,6,Fast,0.2,57.0,0,0,0,Klefki,50.0,707,80.0,87.0,Key Ring Pokémon,75.0,470.0,Steel,Fairy,2,3.0
817,3,Natural Cure,Frisk,Harvest,70.0,62.0,70.0,120.0,48.0,20.0,Amorphous,Grass,2,6,Medium Fast,0.4,43.0,0,0,0,Phantump,50.0,708,50.0,60.0,Stump Pokémon,38.0,309.0,Ghost,Grass,2,7.0
818,3,Natural Cure,Frisk,Harvest,110.0,166.0,70.0,60.0,76.0,20.0,Amorphous,Grass,2,6,Medium Fast,1.5,85.0,0,0,0,Trevenant,50.0,709,65.0,82.0,Elder Tree Pokémon,56.0,474.0,Ghost,Grass,2,71.0
819,3,Pickup,Frisk,Insomnia,66.0,67.0,70.0,120.0,70.0,20.0,Amorphous,,1,6,Medium Fast,0.4,49.0,0,0,0,Pumpkaboo Average Size,50.0,710,44.0,55.0,Pumpkin Pokémon,51.0,335.0,Ghost,Grass,2,5.0
820,3,Pickup,Frisk,Insomnia,66.0,67.0,70.0,120.0,70.0,20.0,Amorphous,,1,6,Medium Fast,0.3,44.0,0,0,0,Pumpkaboo Small Size,50.0,710,44.0,55.0,Pumpkin Pokémon,56.0,335.0,Ghost,Grass,2,3.5
821,3,Pickup,Frisk,Insomnia,66.0,67.0,70.0,120.0,70.0,20.0,Amorphous,,1,6,Medium Fast,0.5,54.0,0,0,0,Pumpkaboo Large Size,50.0,710,44.0,55.0,Pumpkin Pokémon,46.0,335.0,Ghost,Grass,2,7.5
822,3,Pickup,Frisk,Insomnia,66.0,67.0,70.0,120.0,70.0,20.0,Amorphous,,1,6,Medium Fast,0.8,59.0,0,0,0,Pumpkaboo Super Size,50.0,710,44.0,55.0,Pumpkin Pokémon,41.0,335.0,Ghost,Grass,2,15.0
823,3,Pickup,Frisk,Insomnia,90.0,173.0,70.0,60.0,122.0,20.0,Amorphous,,1,6,Medium Fast,0.9,65.0,0,0,0,Gourgeist Average Size,50.0,711,58.0,75.0,Pumpkin Pokémon,84.0,494.0,Ghost,Grass,2,12.5
824,3,Pickup,Frisk,Insomnia,85.0,173.0,70.0,60.0,122.0,20.0,Amorphous,,1,6,Medium Fast,0.7,55.0,0,0,0,Gourgeist Small Size,50.0,711,58.0,75.0,Pumpkin Pokémon,99.0,494.0,Ghost,Grass,2,9.5
825,3,Pickup,Frisk,Insomnia,95.0,173.0,70.0,60.0,122.0,20.0,Amorphous,,1,6,Medium Fast,1.1,75.0,0,0,0,Gourgeist Large Size,50.0,711,58.0,75.0,Pumpkin Pokémon,69.0,494.0,Ghost,Grass,2,14.0
826,3,Pickup,Frisk,Insomnia,100.0,173.0,70.0,60.0,122.0,20.0,Amorphous,,1,6,Medium Fast,1.7,85.0,0,0,0,Gourgeist Super Size,50.0,711,58.0,75.0,Pumpkin Pokémon,54.0,494.0,Ghost,Grass,2,39.0
827,3,Own Tempo,Ice Body,Sturdy,69.0,61.0,70.0,190.0,85.0,20.0,Mineral,Monster,2,6,Medium Fast,1.0,55.0,0,0,0,Bergmite,50.0,712,32.0,35.0,Ice Chunk Pokémon,28.0,304.0,Ice,,1,99.5
828,3,Own Tempo,Ice Body,Sturdy,117.0,180.0,70.0,55.0,184.0,20.0,Mineral,Monster,2,6,Medium Fast,2.0,95.0,0,0,0,Avalugg,50.0,713,44.0,46.0,Iceberg Pokémon,28.0,514.0,Ice,,1,505.0
829,3,Frisk,Infiltrator,Telepathy,30.0,49.0,70.0,190.0,35.0,20.0,Dragon,Flying,2,6,Medium Fast,0.5,40.0,0,0,0,Noibat,50.0,714,45.0,40.0,Sound Wave Pokémon,55.0,245.0,Flying,Dragon,2,8.0
830,3,Frisk,Infiltrator,Telepathy,70.0,187.0,70.0,45.0,80.0,20.0,Dragon,Flying,2,6,Medium Fast,1.5,85.0,0,0,0,Noivern,50.0,715,97.0,80.0,Sound Wave Pokémon,123.0,535.0,Flying,Dragon,2,85.0
831,1,Fairy Aura,,,131.0,306.0,0.0,45.0,95.0,120.0,Undiscovered,,1,6,Slow,3.0,126.0,1,0,0,Xerneas,,716,131.0,98.0,Life Pokémon,99.0,680.0,Fairy,,1,215.0
832,1,Dark Aura,,,131.0,306.0,0.0,45.0,95.0,120.0,Undiscovered,,1,6,Slow,5.8,126.0,1,0,0,Yveltal,,717,131.0,98.0,Destruction Pokémon,99.0,680.0,Dark,Flying,2,203.0
833,2,Aura Break,Power Construct,,100.0,270.0,0.0,3.0,121.0,120.0,Undiscovered,,1,6,Slow,5.0,108.0,1,0,0,Zygarde 50% Forme,,718,81.0,95.0,Order Pokémon,95.0,600.0,Dragon,Ground,2,305.0
834,2,Aura Break,Power Construct,,100.0,219.0,0.0,3.0,71.0,120.0,Undiscovered,,1,6,Slow,1.2,54.0,1,0,0,Zygarde 10% Forme,,718,61.0,85.0,Order Pokémon,115.0,486.0,Dragon,Ground,2,33.5
835,1,Power Construct,,,100.0,319.0,0.0,3.0,121.0,120.0,Undiscovered,,1,6,Slow,4.5,216.0,1,0,0,Zygarde Complete Forme,,718,91.0,95.0,Order Pokémon,85.0,708.0,Dragon,Ground,2,610.0
836,1,Clear Body,,,100.0,270.0,70.0,3.0,150.0,25.0,Undiscovered,,1,6,Slow,0.7,50.0,0,1,0,Diancie,,719,100.0,150.0,Jewel Pokémon,50.0,600.0,Rock,Fairy,2,8.8
837,1,Magic Bounce,,,160.0,315.0,70.0,3.0,110.0,25.0,Undiscovered,,1,6,Slow,1.1,50.0,0,1,0,Mega Diancie,,719,160.0,110.0,Jewel Pokémon,110.0,700.0,Rock,Fairy,2,27.8
838,1,Magician,,,110.0,270.0,100.0,3.0,60.0,120.0,Undiscovered,,1,6,Slow,0.5,80.0,0,1,0,Hoopa Hoopa Confined,,720,150.0,130.0,Mischief Pokémon,70.0,600.0,Psychic,Ghost,2,9.0
839,1,Magician,,,160.0,306.0,100.0,3.0,60.0,120.0,Undiscovered,,1,6,Slow,6.5,80.0,0,1,0,Hoopa Hoopa Unbound,,720,170.0,130.0,Djinn Pokémon,80.0,680.0,Psychic,Dark,2,490.0
840,1,Water Absorb,,,110.0,270.0,100.0,3.0,120.0,120.0,Undiscovered,,1,6,Slow,1.7,80.0,0,1,0,Volcanion,,721,130.0,90.0,Steam Pokémon,70.0,600.0,Fire,Water,2,195.0
841,2,Overgrow,,Long Reach,55.0,64.0,70.0,45.0,55.0,15.0,Flying,,1,7,Medium Slow,0.3,68.0,0,0,0,Rowlet,87.5,722,50.0,50.0,Grass Quill Pokémon,42.0,320.0,Grass,Flying,2,1.5
842,2,Overgrow,,Long Reach,75.0,147.0,70.0,45.0,75.0,15.0,Flying,,1,7,Medium Slow,0.7,78.0,0,0,0,Dartrix,87.5,723,70.0,70.0,Blade Quill Pokémon,52.0,420.0,Grass,Flying,2,16.0
843,2,Overgrow,,Long Reach,107.0,239.0,70.0,45.0,75.0,15.0,Flying,,1,7,Medium Slow,1.6,78.0,0,0,0,Decidueye,87.5,724,100.0,100.0,Arrow Quill Pokémon,70.0,530.0,Grass,Ghost,2,36.6
844,2,Blaze,,Intimidate,65.0,64.0,70.0,45.0,40.0,15.0,Field,,1,7,Medium Slow,0.4,45.0,0,0,0,Litten,87.5,725,60.0,40.0,Fire Cat Pokémon,70.0,320.0,Fire,,1,4.3
845,2,Blaze,,Intimidate,85.0,147.0,70.0,45.0,50.0,15.0,Field,,1,7,Medium Slow,0.7,65.0,0,0,0,Torracat,87.5,726,80.0,50.0,Fire Cat Pokémon,90.0,420.0,Fire,,1,25.0
846,2,Blaze,,Intimidate,115.0,239.0,70.0,45.0,90.0,15.0,Field,,1,7,Medium Slow,1.8,95.0,0,0,0,Incineroar,87.5,727,80.0,90.0,Heel Pokémon,60.0,530.0,Fire,Dark,2,83.0
847,2,Torrent,,Liquid Voice,54.0,64.0,70.0,45.0,54.0,15.0,Field,Water 1,2,7,Medium Slow,0.4,50.0,0,0,0,Popplio,87.5,728,66.0,56.0,Sea Lion Pokémon,40.0,320.0,Water,,1,7.5
848,2,Torrent,,Liquid Voice,69.0,147.0,70.0,45.0,69.0,15.0,Field,Water 1,2,7,Medium Slow,0.6,60.0,0,0,0,Brionne,87.5,729,91.0,81.0,Pop Star Pokémon,50.0,420.0,Water,,1,17.5
849,2,Torrent,,Liquid Voice,74.0,239.0,70.0,45.0,74.0,15.0,Field,Water 1,2,7,Medium Slow,1.8,80.0,0,0,0,Primarina,87.5,730,126.0,116.0,Soloist Pokémon,60.0,530.0,Water,Fairy,2,44.0
850,3,Keen Eye,Skill Link,Pickup,75.0,53.0,70.0,255.0,30.0,15.0,Flying,,1,7,Medium Fast,0.3,35.0,0,0,0,Pikipek,50.0,731,30.0,30.0,Woodpecker Pokémon,65.0,265.0,Normal,Flying,2,1.2
851,3,Keen Eye,Skill Link,Pickup,85.0,124.0,70.0,120.0,50.0,15.0,Flying,,1,7,Medium Fast,0.6,55.0,0,0,0,Trumbeak,50.0,732,40.0,50.0,Bugle Beak Pokémon,75.0,355.0,Normal,Flying,2,14.8
852,3,Keen Eye,Skill Link,Sheer Force,120.0,218.0,70.0,45.0,75.0,15.0,Flying,,1,7,Medium Fast,1.1,80.0,0,0,0,Toucannon,50.0,733,75.0,75.0,Cannon Pokémon,60.0,485.0,Normal,Flying,2,26.0
853,3,Strong Jaw,Stakeout,Adaptability,70.0,51.0,70.0,255.0,30.0,15.0,Field,,1,7,Medium Fast,0.4,48.0,0,0,0,Yungoos,50.0,734,30.0,30.0,Loitering Pokémon,45.0,253.0,Normal,,1,6.0
854,3,Strong Jaw,Stakeout,Adaptability,110.0,146.0,70.0,127.0,60.0,15.0,Field,,1,7,Medium Fast,0.7,88.0,0,0,0,Gumshoos,50.0,735,55.0,60.0,Stakeout Pokémon,45.0,418.0,Normal,,1,14.2
855,1,Swarm,,,62.0,60.0,70.0,255.0,45.0,15.0,Bug,,1,7,Medium Fast,0.4,47.0,0,0,0,Grubbin,50.0,736,55.0,45.0,Larva Pokémon,46.0,300.0,Bug,,1,4.4
856,1,Battery,,,82.0,140.0,70.0,120.0,95.0,15.0,Bug,,1,7,Medium Fast,0.5,57.0,0,0,0,Charjabug,50.0,737,55.0,75.0,Battery Pokémon,36.0,400.0,Bug,Electric,2,10.5
857,1,Levitate,,,70.0,225.0,70.0,45.0,90.0,15.0,Bug,,1,7,Medium Fast,1.5,77.0,0,0,0,Vikavolt,50.0,738,145.0,75.0,Stag Beetle Pokémon,43.0,500.0,Bug,Electric,2,45.0
858,3,Hyper Cutter,Iron Fist,Anger Point,82.0,68.0,70.0,225.0,57.0,20.0,Water 3,,1,7,Medium Fast,0.6,47.0,0,0,0,Crabrawler,50.0,739,42.0,47.0,Boxing Pokémon,63.0,338.0,Fighting,,1,7.0
859,3,Hyper Cutter,Iron Fist,Anger Point,132.0,167.0,70.0,60.0,77.0,20.0,Water 3,,1,7,Medium Fast,1.7,97.0,0,0,0,Crabominable,50.0,740,62.0,67.0,Woolly Crab Pokémon,43.0,478.0,Fighting,Ice,2,180.0
860,1,Dancer,,,70.0,167.0,70.0,45.0,70.0,20.0,Flying,,1,7,Medium Fast,0.6,75.0,0,0,0,Oricorio Baile Style,25.0,741,98.0,70.0,Dancing Pokémon,93.0,476.0,Fire,Flying,2,3.4
861,1,Dancer,,,70.0,167.0,70.0,45.0,70.0,20.0,Flying,,1,7,Medium Fast,0.6,75.0,0,0,0,Oricorio Pom-Pom Style,25.0,741,98.0,70.0,Dancing Pokémon,93.0,476.0,Electric,Flying,2,3.4
862,1,Dancer,,,70.0,167.0,70.0,45.0,70.0,20.0,Flying,,1,7,Medium Fast,0.6,75.0,0,0,0,Oricorio Pa'u Style,25.0,741,98.0,70.0,Dancing Pokémon,93.0,476.0,Psychic,Flying,2,3.4
863,1,Dancer,,,70.0,167.0,70.0,45.0,70.0,20.0,Flying,,1,7,Medium Fast,0.6,75.0,0,0,0,Oricorio Sensu Style,25.0,741,98.0,70.0,Dancing Pokémon,93.0,476.0,Ghost,Flying,2,3.4
864,3,Honey Gather,Shield Dust,Sweet Veil,45.0,61.0,70.0,190.0,40.0,20.0,Bug,Fairy,2,7,Medium Fast,0.1,40.0,0,0,0,Cutiefly,50.0,742,55.0,40.0,Bee Fly Pokémon,84.0,304.0,Bug,Fairy,2,0.2
865,3,Honey Gather,Shield Dust,Sweet Veil,55.0,162.0,70.0,75.0,60.0,20.0,Bug,Fairy,2,7,Medium Fast,0.2,60.0,0,0,0,Ribombee,50.0,743,95.0,70.0,Bee Fly Pokémon,124.0,464.0,Bug,Fairy,2,0.5
866,3,Keen Eye,Vital Spirit,Steadfast,65.0,56.0,70.0,190.0,40.0,15.0,Field,,1,7,Medium Fast,0.5,45.0,0,0,0,Rockruff,50.0,744,30.0,40.0,Puppy Pokémon,60.0,280.0,Rock,,1,9.2
867,1,Own Tempo,,,65.0,56.0,70.0,190.0,40.0,15.0,Field,,1,7,Medium Fast,0.5,45.0,0,0,0,Own Tempo Rockruff,50.0,744,30.0,40.0,Puppy Pokémon,60.0,280.0,Rock,,1,9.2
868,3,Keen Eye,Sand Rush,Steadfast,115.0,170.0,70.0,90.0,65.0,15.0,Field,,1,7,Medium Fast,0.8,75.0,0,0,0,Lycanroc Midday Form,50.0,745,55.0,65.0,Wolf Pokémon,112.0,487.0,Rock,,1,25.0
869,3,Keen Eye,Vital Spirit,No Guard,115.0,170.0,70.0,90.0,75.0,15.0,Field,,1,7,Medium Fast,1.1,85.0,0,0,0,Lycanroc Midnight Form,50.0,745,55.0,75.0,Wolf Pokémon,82.0,487.0,Rock,,1,25.0
870,1,Tough Claws,,,117.0,170.0,70.0,90.0,65.0,15.0,Field,,1,7,Medium Fast,0.8,75.0,0,0,0,Lycanroc Dusk Form,50.0,745,55.0,65.0,Wolf Pokémon,110.0,487.0,Rock,,1,25.0
871,1,Schooling,,,20.0,61.0,70.0,60.0,20.0,15.0,Water 2,,1,7,Fast,0.2,45.0,0,0,0,Wishiwashi Solo Form,50.0,746,25.0,25.0,Small Fry Pokémon,40.0,175.0,Water,,1,0.3
872,1,Schooling,,,140.0,217.0,70.0,60.0,130.0,15.0,Water 2,,1,7,Fast,8.2,45.0,0,0,0,Wishiwashi School Form,50.0,746,140.0,135.0,Small Fry Pokémon,30.0,620.0,Water,,1,78.6
873,3,Merciless,Limber,Regenerator,53.0,61.0,70.0,190.0,62.0,20.0,Water 1,,1,7,Medium Fast,0.4,50.0,0,0,0,Mareanie,50.0,747,43.0,52.0,Brutal Star Pokémon,45.0,305.0,Poison,Water,2,8.0
874,3,Merciless,Limber,Regenerator,63.0,173.0,70.0,75.0,152.0,20.0,Water 1,,1,7,Medium Fast,0.7,50.0,0,0,0,Toxapex,50.0,748,53.0,142.0,Brutal Star Pokémon,35.0,495.0,Poison,Water,2,14.5
875,3,Own Tempo,Stamina,Inner Focus,100.0,77.0,70.0,190.0,70.0,20.0,Field,,1,7,Medium Fast,1.0,70.0,0,0,0,Mudbray,50.0,749,45.0,55.0,Donkey Pokémon,45.0,385.0,Ground,,1,110.0
876,3,Own Tempo,Stamina,Inner Focus,125.0,175.0,70.0,60.0,100.0,20.0,Field,,1,7,Medium Fast,2.5,100.0,0,0,0,Mudsdale,50.0,750,55.0,85.0,Draft Horse Pokémon,35.0,500.0,Ground,,1,920.0
877,2,Water Bubble,,Water Absorb,40.0,54.0,70.0,200.0,52.0,15.0,Bug,Water 1,2,7,Medium Fast,0.3,38.0,0,0,0,Dewpider,50.0,751,40.0,72.0,Water Bubble Pokémon,27.0,269.0,Water,Bug,2,4.0
878,2,Water Bubble,,Water Absorb,70.0,159.0,70.0,100.0,92.0,15.0,Bug,Water 1,2,7,Medium Fast,1.8,68.0,0,0,0,Araquanid,50.0,752,50.0,132.0,Water Bubble Pokémon,42.0,454.0,Water,Bug,2,82.0
879,2,Leaf Guard,,Contrary,55.0,50.0,70.0,190.0,35.0,20.0,Grass,,1,7,Medium Fast,0.3,40.0,0,0,0,Fomantis,50.0,753,50.0,35.0,Sickle Grass Pokémon,35.0,250.0,Grass,,1,1.5
880,2,Leaf Guard,,Contrary,105.0,168.0,70.0,75.0,90.0,20.0,Grass,,1,7,Medium Fast,0.9,70.0,0,0,0,Lurantis,50.0,754,80.0,90.0,Bloom Sickle Pokémon,45.0,480.0,Grass,,1,18.5
881,3,Illuminate,Effect Spore,Rain Dish,35.0,57.0,70.0,190.0,55.0,20.0,Grass,,1,7,Medium Fast,0.2,40.0,0,0,0,Morelull,50.0,755,65.0,75.0,Illuminating Pokémon,15.0,285.0,Grass,Fairy,2,1.5
